expt,geckoID,trial,4_limbs,fl_ht_mm,bl_ht_mm,avg_fl_stroke_vel_vert_mms,avg_fl_stroke_vel_hor_mms,avg_bl_stroke_vel_vert_mms,avg_bl_stroke_vel_hor_mms,bl_slap_vel_mms,fl_slap_vel_mms,fl_stroke_vel_mms,bl_stroke_vel_mms,stance_s,swing_s,period_s,vel_mms,head_ht_mm,fl_slap_imp_mNs,fl_slap_force_mN,fl_stroke_ver_imp_mNs,fl_stroke_ver_force_mN,fl_stroke_hor_imp_mNs,fl_stroke_hor_force_mN,bl_slap_imp_mNs,bl_slap_force_mN,bl_stroke_ver_imp_mNs,bl_stroke_ver_force_mN,bl_stroke_hor_imp_mNs,bl_stroke_hor_force_mN,min_imp_required_mNs,amp_nose,period_nose,wl_nose,amp_headbase,period_headbase,wl_headbase,amp_bodymid,period_bodymid,wl_bodymid,amp_tailbase,period_tailbase,wl_tailbase,amp_tailmid,period_tailmid,wl_tailmid,amp_tailtip,period_tailtip,wl_tailtip,omega,tail_submerge_mm,body_submerge_mm,body_angle,l_body_above_water_cm,avg_fl_slaptime_s,avg_fl_stroketime_s,avg_bl_slaptime_s,avg_bl_stroketime_s,body_thrust_mN,tail_thrust_mN,expt_avg_period_s,step_s,weight_g,weight_mN,weight_imp,fl_mm,ffoot_mm,ffoot_cm2,ffoot_rad_mm,bl_mm,bfoot_mm,bfoot_cm2,bfoot_rad_mm,tail_len_mm,svl_mm,body_ht_mm,body_wd_mm,buoyancy_N,buoyancy_mN,body_volume,fullbodyvolume,,tail_volume,surface_tension_value,surface_tension_N,surface_tension_mN,surface_tension_imp_mNs,rho_value,v_water,buoyancy_imp_mNs,tot_leg_vert_imp_mNs,tot_leg_hor_imp_mNs,tot_leg_vert_imp/min_imp,Bo,avg_2leg_stroke_vel_mms,avg_2feet_rad_mm,We,hull_sp_mms,freq_bodymid,freq_tailtip,froude,stance_ms,swing_ms,step_ms,period_ms,coeff_drag
water,3,19,1,13.104,18.842,135.48,601.75,287.25,775.58,803.85,383.61,135.48,287.25,0.022,0.084,0.108,454.89,16.716,0.029,1.0883,0.34715,15.132,0.19558,8.8901,0.0715,3.532,0.43377,17.285,0.43732,16.82,2.85768,16.052,53,58.119,9.1083,58,58.79,15.112,53,58.588,19.636,53,55.543,26.966,52,57.856,35.829,47,58.687,67.64450565,9.419773096,11.41940928,139.65,1.551134522,0.014,0.022,0.018,0.026,10.97872283,0.045651421,0.088179,0.054,5.4,52.92,2.85768,19.9,6.2,0.301907054,3.1,24.1,,,,45.65,59.91,8.1,14.2,0.023462094,39.34495335,4.01E-06,9.49E+03,4.23E-01,0,0.07197,,,,999.97,0.00089,2.124627481,0.88142,0.6329,0.308439013,8.40851389,211.365,3.1,1.924258041,405.9702978,0.118550666,0.133684794,0.593365411,22,84,54,108,0.703
water,3,20,1,22.552,13.961,458.87,685.13,828.26,1170.5,1483,1233.1,458.87,828.26,0.023,0.05,0.074,649.51,21.865,0.0152,3.4984,0.3329,8.1192,0.20485,8.9066,0.0636,14.661,0.44941,32.199,0.55554,39.681,1.95804,12.828,38,50.78,15.895,41,62.502,15.614,38,50.207,15.49,37,51.711,18.948,36,56.492,38.318,78,108.09,40.76015084,12.52188006,8.294514768,142.85,2.640923825,0.014,0.023,0.008,0.014,16.56029898,0.062514215,0.088179,0.037,5.4,52.92,1.95804,19.9,6.2,0.301907054,3.1,24.1,,,,45.65,59.91,8.1,14.2,0.023462094,29.68751902,3.03E-06,9.49E+03,3.19E-01,0,0.07197,,,,999.97,0.00089,1.098438204,0.86111,0.76039,0.439781618,8.40851389,643.565,3.1,17.83947201,405.9702978,0.165346982,0.080553658,0.847230689,23,50,37,74,0.703
water,3,23,1,13.056,13.927,321.39,555.9,412.09,661.57,1054.7,655.21,321.39,412.09,0.026,0.073,0.101,408.59,15.72,0.049,1.8589,0.18674,7.5438,0.19155,7.3673,0.11729,7.5829,0.45079,15.347,0.41243,15.863,2.67246,12.334,45,40.694,8.8742,50,46.017,10.177,45,36.356,10.819,56,42.353,16.52,55,43.19,30.825,50,49.523,63.58583531,5.755267423,10.76118143,128.8,1.521069692,0.014,0.026,0.011,0.026,6.508643832,0.009357239,0.088179,0.0505,5.4,52.92,2.67246,19.9,6.2,0.301907054,3.1,24.1,,,,45.65,59.91,8.1,14.2,0.023462094,39.61138019,4.04E-06,9.49E+03,4.26E-01,0,0.07197,,,,999.97,0.00089,2.0003747,0.80382,0.60398,0.300779057,8.40851389,366.74,3.1,5.79313599,405.9702978,0.13962634,0.125663706,0.532970989,26,73,50.5,101,0.703
water,3,2,1,,,,,,,,,,,,,,618.47,23.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,5.4,52.92,,19.9,6.2,0.301907054,3.1,24.1,,,,45.65,59.91,8.1,14.2,0.023462094,,,0,,0,0.07197,,,,999.97,0.00089,,,,,8.40851389,,3.1,,405.9702978,,,0.806741642,,,,,0.703
water,3,6,1,,,,,,,,,,,,,,730.36,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,5.4,52.92,,19.9,6.2,0.301907054,3.1,24.1,,,,45.65,59.91,8.1,14.2,0.023462094,,,0,,0,0.07197,,,,999.97,0.00089,,,,,8.40851389,,3.1,,405.9702978,,,0.952692654,,,,,0.703
water,3,8,0,,,,,,,,,,,,,,194.85,10.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,5.4,52.92,,19.9,6.2,0.301907054,3.1,24.1,,,,45.65,59.91,8.1,14.2,0.023462094,,,0,,0,0.07197,,,,999.97,0.00089,,,,,8.40851389,,3.1,,405.9702978,,,0.254165293,,,,,0.703
water,3,10,1,,,,,,,,,,,,,,445.53,10.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,5.4,52.92,,19.9,6.2,0.301907054,3.1,24.1,,,,45.65,59.91,8.1,14.2,0.023462094,,,0,,0,0.07197,,,,999.97,0.00089,,,,,8.40851389,,3.1,,405.9702978,,,0.581156085,,,,,0.703
water,3,12,1,,,,,,,,,,,,,,598.99,14.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,5.4,52.92,,19.9,6.2,0.301907054,3.1,24.1,,,,45.65,59.91,8.1,14.2,0.023462094,,,0,,0,0.07197,,,,999.97,0.00089,,,,,8.40851389,,3.1,,405.9702978,,,0.781331635,,,,,0.703
water,3,18,1,,,,,,,,,,,,,,530.84,17.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,5.4,52.92,,19.9,6.2,0.301907054,3.1,24.1,,,,45.65,59.91,8.1,14.2,0.023462094,,,0,,0,0.07197,,,,999.97,0.00089,,,,,8.40851389,,3.1,,405.9702978,,,0.692435742,,,,,0.703
water,5,2,1,21.196,16.222,384.73,508.57,549.95,391.72,1657.6,1580.8,384.73,549.95,0.022,0.074,0.096,570.51,13.365,0.0569,4.7423,0.16413,7.4603,0.16523,7.5106,0.14144,17.68,0.43988,16.292,0.44956,16.65,2.72832,12.048,48,51.602,7.1667,48,51.453,17.118,44,49.552,23.227,44,48.842,27.873,44,47.597,30.329,45,52.217,70.65092812,14.64956101,7.034593209,151.25,1.775128671,0.012,0.022,0.008,0.027,12.39962078,0.12160871,0.088179,0.048,5.8,56.84,2.72832,19.3,6.65,0.347322703,3.325,23.38,8.583,0.578586247,4.2915,52.425,57.735,10.25,10.25,0.00024,32.36508226,3.30E-06,1.19E+04,2.78E-01,0,0.07197,0.003444188,3.444187748,0.165321012,999.97,0.00089,1.553523948,0.80235,0.61479,0.294082072,8.746885355,467.34,3.80825,11.55651341,414.7214833,0.142799666,0.13962634,0.75806976,22,74,48,96,0.703
water,5,4,1,17.042,5.4499,721.68,489.85,590.16,855.97,1200.7,1529.8,721.68,590.16,0.017,0.06,0.078,607.37,11.016,0.0551,4.5894,0.18504,10.885,0.16434,9.6673,0.10246,12.807,0.44422,18.509,0.50463,21.026,2.21676,14.461,40,49.186,7.349,40,47.052,9.8054,40,45.79,8.6709,37,45.82,18.067,46,49.5,27.081,33,47.658,96.34217471,16.23069936,6.673286355,161.35,2.942098093,0.012,0.017,0.008,0.024,4.670024209,0.05179307,0.088179,0.039,5.8,56.84,2.21676,19.3,6.65,0.347322703,3.325,23.38,8.583,0.578586247,4.2915,52.425,57.735,10.25,10.25,0.00024,22.91897077,2.34E-06,1.19E+04,1.97E-01,0,0.07197,0.003444188,3.444187748,0.134323322,999.97,0.00089,0.89383986,0.78682,0.66897,0.354941446,8.746885355,655.92,3.80825,22.7647385,414.7214833,0.157079633,0.190399555,0.807047782,17,60,39,78,0.703
water,5,10,1,11.762,18.924,1341.3,1470.5,772.89,1908.8,171.4,39.461,1341.3,772.89,0.01,0.084,0.094,491.59,11.766,0.00142,0.0229,0.27951,27.951,0.3016,30.16,0.0146,0.22853,0.48154,68.791,0.89987,128.55,2.67148,13.308,48,43.752,7.5716,47,39.873,12.146,53,42.913,11.877,47,40.12,16.404,53,43.62,30.061,47,46.075,67.64450565,15.02876173,9.792440743,160.35,1.893581592,0.062,0.01,0.064,0.007,5.989278253,0.029781665,0.088179,0.047,5.8,56.84,2.67148,19.3,6.65,0.347322703,3.325,23.38,8.583,0.578586247,4.2915,52.425,57.735,10.25,10.25,0.00024,31.40625722,3.20E-06,1.19E+04,2.70E-01,0,0.07197,0.003444188,3.444187748,0.161876824,999.97,0.00089,1.476094089,0.77707,1.20147,0.290876218,8.746885355,1057.095,3.80825,59.1274237,414.7214833,0.118550666,0.133684794,0.653204174,10,84,47,94,0.703
water,5,7,0,,,,,,,,,,,,,,561.9,9.8887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,5.8,56.84,,19.3,6.65,0.347322703,3.325,23.38,8.583,0.578586247,4.2915,52.425,57.735,10.25,10.25,0.00024,,,0,,0,0.07197,0.003444188,3.444187748,,999.97,0.00089,,,,,8.746885355,,3.80825,,414.7214833,,,0.746629153,,,,,0.703
water,6,2,1,12.187,4.6244,351.07,128.86,795.91,403.42,773.4,774.81,351.07,795.91,0.023,0.052,0.074,641.11,14.126,0.0443,5.5365,0.23245,10.106,0.41723,18.141,0.0685,8.5626,0.44473,26.161,0.39555,23.268,1.773114,17.393,33,48.632,16.509,48,64.772,15.47,36,48.609,11.89,41,52.982,27.117,36,52.216,53.785,41,50.803,77.5437016,8.555101423,7.3119795,154.7,2.127914018,0.008,0.023,0.008,0.017,14.49860449,0.122256182,0.088179,0.037,4.89,47.922,1.773114,19.3,7,0.3848451,3.5,22.8,8.1,0.515299735,4.05,63.8,54.4,11.3,16,0.03894067,46.13663209,4.70E-06,1.09E+04,4.30E-01,0,0.07197,0.003414116,3.414116392,0.126322306,999.97,0.00089,1.707055387,0.78998,0.81278,0.445532549,9.207247743,573.49,3.775,17.25059675,429.5891538,0.174532925,0.153248422,0.877604007,23,52,37,74,0.703
water,6,11,1,15.074,13.205,321.97,720.23,494.2,761.65,722.91,856.01,321.97,494.2,0.023,0.074,0.1,530.29,14.063,0.0489,4.0778,0.23758,10.329,0.25666,11.159,0.064,5.3357,0.39098,16.291,0.4358,18.158,2.3961,17.686,50,53.666,13.973,50,58.975,19.912,51,48.7,11.856,51,48.916,19.823,50,47.595,22.912,45,48.294,70.65092812,11.12965964,8.503797468,153.55,1.976904376,0.012,0.023,0.012,0.024,13.9193173,0.044060358,0.088179,0.05,4.89,47.922,2.3961,19.3,7,0.3848451,3.5,22.8,8.1,0.515299735,4.05,63.8,54.4,11.3,16,0.03894067,48.24016332,4.92E-06,1.09E+04,4.50E-01,0,0.07197,0.003414116,3.414116392,0.17070582,999.97,0.00089,2.412008166,0.74146,0.69246,0.309444514,9.207247743,408.085,3.775,8.734814525,429.5891538,0.123199712,0.13962634,0.725904492,23,74,50,100,0.703
water,6,12,1,9.6595,12.1,1456.1,1653.3,1522.8,1798.5,136.43,452.06,1456.1,1522.8,0.013,0.052,0.066,817.57,21.319,0.0258,0.71784,0.4141,31.854,0.46153,35.502,0.0121,0.37762,0.6895,114.92,0.79407,132.35,1.581426,14.259,29,49.469,7.7624,36,49.15,17.114,30,39.036,10.603,29,47.406,18.707,34,53.095,42.266,39,48.426,81.52030168,10.15411796,6.010126582,160.2,3.339465154,0.036,0.013,0.032,0.006,21.00195756,0.077421227,0.088179,0.033,4.89,47.922,1.581426,19.3,7,0.3848451,3.5,22.8,8.1,0.515299735,4.05,63.8,54.4,11.3,16,0.03894067,29.2599902,2.98E-06,1.09E+04,2.73E-01,0,0.07197,0.003414116,3.414116392,0.112665841,999.97,0.00089,0.965579677,1.1415,1.2556,0.721816892,9.207247743,1489.45,3.775,116.3601525,429.5891538,0.20943951,0.161107316,1.119156943,13,52,33,66,0.703
water,6,13,1,10.886,15.692,1059.9,1247.6,995.79,1270.9,20.111,96.631,1059.9,995.79,0.013,0.076,0.092,716.07,12.39,0.00552,0.11048,0.32333,24.872,0.36532,28.101,0.00178,0.0469,0.50398,45.816,0.59751,54.319,2.204412,12.861,44,57.952,8.6934,40,45.035,10.802,46,53.803,9.9666,49,58.432,18.614,44,54.748,32.185,51,56.843,62.33905422,10.32090762,7.605063291,161.2,3.166126418,0.05,0.013,0.038,0.011,4.503095184,0.046522104,0.088179,0.046,4.89,47.922,2.204412,19.3,7,0.3848451,3.5,22.8,8.1,0.515299735,4.05,63.8,54.4,11.3,16,0.03894067,31.67456082,3.23E-06,1.09E+04,2.95E-01,0,0.07197,0.003414116,3.414116392,0.157049354,999.97,0.00089,1.457029798,0.83461,0.96283,0.378608899,9.207247743,1027.845,3.775,55.41249172,429.5891538,0.136590985,0.123199712,0.98021541,13,76,46,92,0.703
water,6,14,1,7.6506,14.333,766.22,1258.6,1331.1,881.7,32.208,114.38,766.22,1331.1,0.0086667,0.066,0.074,672.94,14.371,0.00654,0.13622,0.26455,30.525,0.36786,42.446,0.00285,0.0571,0.61908,68.787,0.46887,52.096,1.773114,15.839,37,59.331,12.209,42,63.002,15.966,38,57.743,13.938,48,64.346,23.161,42,60.099,34.703,37,50.046,85.92680447,11.05224065,10.15347789,156.4,3.677519188,0.048,0.0086667,0.05,0.009,19.24666538,0.084651323,0.088179,0.037,4.89,47.922,1.773114,19.3,7,0.3848451,3.5,22.8,8.1,0.515299735,4.05,63.8,54.4,11.3,16,0.03894067,24.55097157,2.50E-06,1.09E+04,2.29E-01,0,0.07197,0.003414116,3.414116392,0.126322306,999.97,0.00089,0.908385948,0.89302,0.83673,0.503645,9.207247743,1048.66,3.775,57.67954549,429.5891538,0.165346982,0.169815819,0.921175524,8.6667,66,37,74,0.703
water,6,15,1,9.566,14.989,630.47,1335.5,1303.2,807.93,25.645,14.493,630.47,1303.2,0.01,0.08,0.092,575.7,12.659,0.000828,0.0148,0.243,24.3,0.38567,38.567,0.00227,0.0406,0.60904,76.129,0.44797,55.996,2.204412,17.327,41,52.594,23.995,41,50.806,21.2,50,65.961,14.551,52,59.187,18.78,45,62.449,30.792,47,54.547,67.64450565,10.53849963,9.083356801,160.8,3.412354543,0.056,0.01,0.056,0.008,17.53451261,0.046228768,0.088179,0.046,4.89,47.922,2.204412,19.3,7,0.3848451,3.5,22.8,8.1,0.515299735,4.05,63.8,54.4,11.3,16,0.03894067,28.24465698,2.88E-06,1.09E+04,2.63E-01,0,0.07197,0.003414116,3.414116392,0.157049354,999.97,0.00089,1.299254221,0.855138,0.83364,0.387921133,9.207247743,966.835,3.775,49.02946471,429.5891538,0.125663706,0.133684794,0.788065428,10,80,46,92,0.703
water,6,17,1,10.499,13.377,787.82,1350.9,1249.4,1502.3,23.878,54.501,787.82,1249.4,0.013,0.068,0.082,684.71,15.918,0.00312,0.0649,0.26842,20.648,0.38926,29.943,0.00211,0.0423,0.58989,58.989,0.68188,68.188,1.964802,18.627,35,51.26,12.826,35,52.342,10.354,40,55.906,15.706,40,61.034,18.347,40,58.608,31.692,81,102.3,39.25051562,12.01658826,9.587440158,160.85,4.561153751,0.048,0.013,0.05,0.01,6.897863827,0.063673498,0.088179,0.041,4.89,47.922,1.964802,19.3,7,0.3848451,3.5,22.8,8.1,0.515299735,4.05,63.8,54.4,11.3,16,0.03894067,12.2421357,1.25E-06,1.09E+04,1.14E-01,0,0.07197,0.003414116,3.414116392,0.139978772,999.97,0.00089,0.501927564,0.86354,1.07114,0.439504846,9.207247743,1018.61,3.775,54.42122272,429.5891538,0.157079633,0.077570189,0.937287267,13,68,41,82,0.703
water,6,4,0,,,,,,,,,,,,,,668.68,4.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,4.89,47.922,,19.3,7,0.3848451,3.5,22.8,8.1,0.515299735,4.05,63.8,54.4,11.3,16,0.03894067,,,0,,0,0.07197,0.003414116,3.414116392,,999.97,0.00089,,,,,9.207247743,,3.775,,429.5891538,,,0.915344087,,,,,0.703
water,6,7,0,,,,,,,,,,,,,,682.16,12.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,4.89,47.922,,19.3,7,0.3848451,3.5,22.8,8.1,0.515299735,4.05,63.8,54.4,11.3,16,0.03894067,,,0,,0,0.07197,0.003414116,3.414116392,,999.97,0.00089,,,,,9.207247743,,3.775,,429.5891538,,,0.933796617,,,,,0.703
water,6,8,0,,,,,,,,,,,,,,666.27,9.1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,4.89,47.922,,19.3,7,0.3848451,3.5,22.8,8.1,0.515299735,4.05,63.8,54.4,11.3,16,0.03894067,,,0,,0,0.07197,0.003414116,3.414116392,,999.97,0.00089,,,,,9.207247743,,3.775,,429.5891538,,,0.912045081,,,,,0.703
water,7,6,1,13.299,17.847,415.18,1318.8,745.22,1674.3,93.634,112.86,415.18,745.22,0.012,0.122,0.138,584.34,9.3122,0.00517,0.0587,0.22323,18.602,0.36127,30.106,0.0134,0.19676,0.60053,54.594,1.0366,94.239,3.861102,23.085,58,51.532,11.844,64,58.175,21.389,47,48.87,15.38,50,47.019,25.09,68,61.483,50.085,69,53.8,46.07669225,10.15411796,10.17946688,152.55,1.90713128,0.088,0.012,0.068,0.011,24.80123175,0.021392349,0.088179,0.069,5.71,55.958,3.861102,21,6.5,0.331830724,3.25,23,9.5,0.708821842,4.75,39.2,59.6,11.9,16.9,0.036983704,62.7974577,6.40E-06,1.34E+04,4.79E-01,0,0.07197,0.003617607,3.617606772,0.249614867,999.97,0.00089,4.333024581,0.84233,1.39787,0.218157925,9.302659636,580.2,4,18.70901437,392.7561931,0.133684794,0.091060657,0.76420167,12,122,69,138,0.703
water,7,7,1,9.7803,9.53,588.32,346.92,898.41,683.57,1292.6,774.86,588.32,898.41,0.02,0.062,0.082,584.46,10.058,0.0355,4.4331,0.22987,11.493,0.23042,11.521,0.1847,30.783,0.65873,32.936,0.58085,29.042,2.294278,66.211,39,172.54,25.302,40,180.72,40.073,39,176.9,29.502,45,207.68,79.361,39,156.64,125.16,41,186.78,77.5437016,10.34473496,8.343890208,156.1,1.453970827,0.008,0.02,0.006,0.02,103.6349045,0.662883474,0.088179,0.041,5.71,55.958,2.294278,21,6.5,0.331830724,3.25,23,9.5,0.708821842,4.75,39.2,59.6,11.9,16.9,0.036983704,69.81898402,7.12E-06,1.34E+04,5.32E-01,0,0.07197,0.003617607,3.617606772,0.148321878,999.97,0.00089,2.862578345,1.1088,0.81127,0.483289296,9.302659636,743.365,4,30.7114045,392.7561931,0.161107316,0.153248422,0.764358607,20,62,41,82,0.703
water,7,18,1,9.9954,9.4415,1442.5,851.27,926.4,1278.4,55.869,341.93,1442.5,926.4,0.011,0.06,0.07,975.01,18.269,0.0157,0.39124,0.38831,35.301,0.26778,24.344,0.00798,0.19958,0.67042,67.042,0.8337,83.37,1.95853,23.066,38,54.994,12.811,37,51.933,21.577,41,54.817,17.523,42,57.289,23.725,43,57.595,49.088,43,50.996,73.9370178,10.93339936,10.39707125,162.85,3.265802269,0.04,0.011,0.04,0.01,33.87570963,0.051506675,0.088179,0.035,5.71,55.958,1.95853,21,6.5,0.331830724,3.25,23,9.5,0.708821842,4.75,39.2,59.6,11.9,16.9,0.036983704,41.74543508,4.26E-06,1.34E+04,3.18E-01,0,0.07197,0.003617607,3.617606772,0.126616237,999.97,0.00089,1.461090228,1.08241,1.10148,0.552664498,9.302659636,1184.45,4,77.97024954,392.7561931,0.153248422,0.146120589,1.275121112,11,60,35,70,0.703
water,7,19,1,10.311,14.379,959.09,1386.3,2008.1,1844.5,41.58,71.722,959.09,2008.1,0.01,0.074,0.084,597.01,15.858,0.00328,0.0586,0.28752,28.752,0.37594,37.594,0.00594,0.0928,1.2151,243.02,1.1271,225.41,2.350236,20.905,48,63.932,15.995,43,53.577,19.381,51,60.322,18.999,43,55.788,22.264,43,54.613,46.756,38,57.912,83.66557277,9.343897004,9.250915235,155,4.004951721,0.056,0.01,0.064,0.005,15.71663923,0.038764152,0.088179,0.042,5.71,55.958,2.350236,21,6.5,0.331830724,3.25,23,9.5,0.708821842,4.75,39.2,59.6,11.9,16.9,0.036983704,30.29263223,3.09E-06,1.34E+04,2.31E-01,0,0.07197,0.003617607,3.617606772,0.151939484,999.97,0.00089,1.272290554,1.51184,1.50304,0.643271569,9.302659636,1483.595,4,122.3280863,392.7561931,0.123199712,0.165346982,0.780771536,10,74,42,84,0.703
water,7,9,1,,,,,,,,,,,,,,807.7,12.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,5.71,55.958,,21,6.5,0.331830724,3.25,23,9.5,0.708821842,4.75,39.2,59.6,11.9,16.9,0.036983704,,,0,,0,0.07197,0.003617607,3.617606772,,999.97,0.00089,,,,,9.302659636,,4,,392.7561931,,,1.056312574,,,,,0.703
water,7,10,1,,,,,,,,,,,,,,629.26,12.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,5.71,55.958,,21,6.5,0.331830724,3.25,23,9.5,0.708821842,4.75,39.2,59.6,11.9,16.9,0.036983704,,,0,,0,0.07197,0.003617607,3.617606772,,999.97,0.00089,,,,,9.302659636,,4,,392.7561931,,,0.822948186,,,,,0.703
water,8,1,1,23.834,16.322,277.71,218.84,1015.4,527.57,995.41,1939.6,277.71,1015.4,0.017,0.054,0.068,689.62,24.645,0.077,7.7042,0.19131,11.254,0.21585,12.697,0.0818,6.8162,0.39726,22.07,0.29262,16.256,2.29908,17.734,41,51.937,18.881,41,56.189,19.548,31,50.688,13.657,41,55.807,20.652,36,49.638,39.06,36,56.555,88.31366015,8.851181948,7.124571127,142.45,5.651275068,0.01,0.017,0.012,0.018,32.09730758,0.055311098,0.088179,0.034,6.9,67.62,2.29908,19,6.2,0.301907054,3.1,19.2,7.9,0.490166994,3.95,48.1,57.4,12.2,18.2,0.044893951,1.517828676,1.55E-07,1.49E+04,1.04E-02,0,0.07197,0.003188016,3.188015968,0.108392543,999.97,0.00089,0.051606175,0.74737,0.50847,0.325073508,8.028229342,646.555,3.525,20.47413388,405.8549053,0.202683397,0.174532925,0.919008225,17,54,34,68,0.703
water,8,3,1,12.682,14.837,1282.4,1668.5,1298.1,1484.8,44.809,99.074,1282.4,1298.1,0.01,0.092,0.102,755.23,14.001,0.00394,0.0615,0.28787,28.787,0.35893,35.893,0.00368,0.0511,0.47741,59.676,0.53313,66.641,3.44862,16.225,53,82.808,5.8984,47,55.675,12.461,57,76.277,16.345,33,58.481,18.779,51,74.517,26.586,61,82.42,52.11953714,10.72618195,8.723937714,166.15,5.337212181,0.064,0.01,0.072,0.008,4.723862429,0.027614775,0.088179,0.051,6.9,67.62,3.44862,19,6.2,0.301907054,3.1,19.2,7.9,0.490166994,3.95,48.1,57.4,12.2,18.2,0.044893951,6.890542356,7.02E-07,1.49E+04,4.70E-02,0,0.07197,0.003188016,3.188015968,0.162588814,999.97,0.00089,0.35141766,0.7729,0.89206,0.224118633,8.028229342,1290.25,3.525,81.53467137,405.8549053,0.110231321,0.103003038,1.006442072,10,92,51,102,0.703
water,8,6,1,16.648,11.565,514.87,250.87,845.72,813.83,1579.9,1356.8,514.87,845.72,0.028,0.072,0.102,546.28,14.339,0.0539,6.7367,0.1768,6.3143,0.20038,7.1565,0.12982,21.637,0.35343,16.065,0.34577,15.717,3.44862,14.314,52,56.234,16.054,52,47.799,13.706,49,57.135,14.938,46,51.696,18.984,43,52.217,33.182,48,61.252,66.23524511,9.199498567,9.38902085,155.25,3.323718742,0.008,0.028,0.006,0.022,8.322967577,0.034048225,0.088179,0.051,6.9,67.62,3.44862,19,6.2,0.301907054,3.1,19.2,7.9,0.490166994,3.95,48.1,57.4,12.2,18.2,0.044893951,41.33563024,4.21E-06,1.49E+04,2.82E-01,0,0.07197,0.003188016,3.188015968,0.162588814,999.97,0.00089,2.108117142,0.71395,0.54615,0.207024839,8.028229342,680.295,3.525,22.66674441,405.8549053,0.128228272,0.130899694,0.727989057,28,72,51,102,0.703
water,8,7,1,15.564,19.826,1135.4,1658.9,1390.5,1613.3,130.72,34.049,1135.4,1390.5,0.009,0.084,0.092,580.31,12.688,0.00135,0.0233,0.26201,29.113,0.35712,39.68,0.0107,0.16525,0.50478,75.716,0.57228,85.842,3.11052,10.843,48,51.195,14.931,42,43.013,13.864,53,47.099,12.573,47,46.162,16.594,53,50.878,36.42,59,66.6,53.88630111,9.563932665,8.708102402,147.2,1.912070201,0.058,0.009,0.065,0.0066667,6.751145875,0.017802407,0.088179,0.046,6.9,67.62,3.11052,19,6.2,0.301907054,3.1,19.2,7.9,0.490166994,3.95,48.1,57.4,12.2,18.2,0.044893951,65.48488105,6.68E-06,1.49E+04,4.47E-01,0,0.07197,0.003188016,3.188015968,0.146648735,999.97,0.00089,3.012304528,0.77884,0.9294,0.250389002,8.028229342,1262.95,3.525,78.12083994,405.8549053,0.118550666,0.106494666,0.773338452,9,84,46,92,0.703
water,8,11,1,13.329,22.07,1459.6,1452.2,1144.6,1049.5,198.92,92.236,1459.6,1144.6,0.010667,0.08,0.092,667.08,15.947,0.00366,0.0643,0.32004,30.004,0.31867,29.875,0.0163,0.31433,0.43307,48.119,0.40654,45.171,3.11052,18.542,50,50.457,12.042,50,51.811,8.5442,45,47.49,12.857,45,50.278,22.122,40,46.271,40.25,35,51.166,90.83690758,11.40009903,8.542664038,157.85,5.38227284,0.057,0.010667,0.052,0.009,3.489311286,0.066210856,0.088179,0.046,6.9,67.62,3.11052,19,6.2,0.301907054,3.1,19.2,7.9,0.490166994,3.95,48.1,57.4,12.2,18.2,0.044893951,6.119683941,6.24E-07,1.49E+04,4.18E-02,0,0.07197,0.003188016,3.188015968,0.146648735,999.97,0.00089,0.281505461,0.77307,0.72521,0.248534007,8.028229342,1302.1,3.525,83.0392212,405.8549053,0.13962634,0.17951958,0.888970747,10.667,80,46,92,0.703
