expt,geckoID,trial,4_limbs,fl_ht_mm,bl_ht_mm,avg_fl_stroke_vel_vert_mms,avg_fl_stroke_vel_hor_mms,avg_bl_stroke_vel_vert_mms,avg_bl_stroke_vel_hor_mms,bl_slap_vel_mms,fl_slap_vel_mms,fl_stroke_vel_mms,bl_stroke_vel_mms,stance_s,swing_s,period_s,vel_mms,head_ht_mm,fl_slap_imp_mNs,fl_slap_force_mN,fl_stroke_ver_imp_mNs,fl_stroke_ver_force_mN,fl_stroke_hor_imp_mNs,fl_stroke_hor_force_mN,bl_slap_imp_mNs,bl_slap_force_mN,bl_stroke_ver_imp_mNs,bl_stroke_ver_force_mN,bl_stroke_hor_imp_mNs,bl_stroke_hor_force_mN,min_imp_required_mNs,amp_nose,period_nose,wl_nose,amp_headbase,period_headbase,wl_headbase,amp_bodymid,period_bodymid,wl_bodymid,amp_tailbase,period_tailbase,wl_tailbase,amp_tailmid,period_tailmid,wl_tailmid,amp_tailtip,period_tailtip,wl_tailtip,omega,tail_submerge_mm,body_submerge_mm,body_angle,l_body_above_water_cm,avg_fl_slaptime_s,avg_fl_stroketime_s,avg_bl_slaptime_s,avg_bl_stroketime_s,body_thrust_mN,tail_thrust_mN,expt_avg_period_s,step_s,weight_g,weight_mN,weight_imp,fl_mm,ffoot_mm,ffoot_cm2,ffoot_rad_mm,bl_mm,bfoot_mm,bfoot_cm2,bfoot_rad_mm,tail_len_mm,svl_mm,body_ht_mm,body_wd_mm,buoyancy_N,buoyancy_mN,body_volume,fullbodyvolume,,tail_volume,surface_tension_value,surface_tension_N,surface_tension_mN,surface_tension_imp_mNs,rho_value,v_water,buoyancy_imp_mNs,tot_leg_vert_imp_mNs,tot_leg_hor_imp_mNs,tot_leg_vert_imp/min_imp,Bo,avg_2leg_stroke_vel_mms,avg_2feet_rad_mm,We,hull_sp_mms,freq_bodymid,freq_tailtip,froude,stance_ms,swing_ms,step_ms,period_ms,coeff_drag
water,8,12,1,13.331,19.877,1264.7,1634.8,719.21,1150.7,196.86,48.931,1264.7,719.21,0.01,0.09,0.1,723.87,14.629,0.00194,0.0304,0.28471,28.471,0.35261,35.261,0.0162,0.23108,0.32454,36.06,0.4348,48.312,3.381,16.78,58,66.352,13.95,52,54.27,19.061,53,60.585,17.16,47,57.922,26.879,53,66.613,52.968,52,63.648,61.14022626,10.62391681,9.519853562,148.7,3.733597425,0.064,0.01,0.07,0.009,13.95078019,0.051886087,0.088179,0.05,6.9,67.62,3.381,19,6.2,0.301907054,3.1,19.2,7.9,0.490166994,3.95,48.1,57.4,12.2,18.2,0.044893951,34.32378357,3.50E-06,1.49E+04,2.34E-01,0,0.07197,0.003188016,3.188015968,0.159400798,999.97,0.00089,1.716189179,0.62739,0.78741,0.185563443,8.028229342,991.955,3.525,48.19239739,405.8549053,0.118550666,0.120830487,0.964650799,10,90,50,100,0.703
water,8,13,1,11.105,17.426,1136.1,1308,1501.9,1818.5,99.458,116.45,1136.1,1501.9,0.012,0.08,0.092,628.07,13.613,0.00463,0.0857,0.26214,21.845,0.29245,24.371,0.00817,0.12383,0.53831,76.901,0.6358,90.829,3.11052,13.928,47,64.249,13.758,48,63.211,12.163,48,62.647,16.528,52,65.793,28.949,54,73.973,50.81,48,70.176,66.23524511,10.02847239,7.631653055,161.45,3.150429799,0.054,0.012,0.066,0.007,5.551957867,0.054727572,0.088179,0.046,6.9,67.62,3.11052,19,6.2,0.301907054,3.1,19.2,7.9,0.490166994,3.95,48.1,57.4,12.2,18.2,0.044893951,44.30010619,4.52E-06,1.49E+04,3.02E-01,0,0.07197,0.003188016,3.188015968,0.146648735,999.97,0.00089,2.037804885,0.81325,0.92825,0.261451461,8.028229342,1319,3.525,85.20874733,405.8549053,0.130899694,0.130899694,0.836984855,12,80,46,92,0.703
water,8,15,1,15,13.642,1374.5,1796.9,1226.3,862.88,39.344,37.571,1374.5,1226.3,0.01,0.077,0.086,686.74,13.389,0.00149,0.0287,0.30448,30.448,0.38321,38.321,0.00323,0.0577,0.45646,57.057,0.35764,44.705,2.90766,12.768,41,59.279,15.413,41,57.335,14.497,40,59.571,9.5428,41,55.758,21.708,47,63.935,33.925,46,70.774,69.11503838,10.36023768,9.336806533,167.25,3.455676934,0.052,0.01,0.056,0.008,13.89515064,0.041966757,0.088179,0.043,6.9,67.62,2.90766,19,6.2,0.301907054,3.1,19.2,7.9,0.490166994,3.95,48.1,57.4,12.2,18.2,0.044893951,39.0782047,3.98E-06,1.49E+04,2.67E-01,0,0.07197,0.003188016,3.188015968,0.137084687,999.97,0.00089,1.680362802,0.76566,0.74085,0.263325148,8.028229342,1300.4,3.525,82.82253351,405.8549053,0.157079633,0.136590985,0.915170251,10,77,43,86,0.703
water,8,4,0,,,,,,,,,,,,,,386.34,10.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,6.9,67.62,,19,6.2,0.301907054,3.1,19.2,7.9,0.490166994,3.95,48.1,57.4,12.2,18.2,0.044893951,,,0,,0,0.07197,0.003188016,3.188015968,,999.97,0.00089,,,,,8.028229342,,3.525,,405.8549053,,,0.514848232,,,,,0.703
water,8,5,0,,,,,,,,,,,,,,483.08,13.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,6.9,67.62,,19,6.2,0.301907054,3.1,19.2,7.9,0.490166994,3.95,48.1,57.4,12.2,18.2,0.044893951,,,0,,0,0.07197,0.003188016,3.188015968,,999.97,0.00089,,,,,8.028229342,,3.525,,405.8549053,,,0.643766847,,,,,0.703
water,8,15,1,,,,,,,,,,,,,,690.72,10.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,6.9,67.62,,19,6.2,0.301907054,3.1,19.2,7.9,0.490166994,3.95,48.1,57.4,12.2,18.2,0.044893951,,,0,,0,0.07197,0.003188016,3.188015968,,999.97,0.00089,,,,,8.028229342,,3.525,,405.8549053,,,0.920474118,,,,,0.703
water,9,2,1,9.0576,12.339,1626.2,1964.8,1942.9,2133.2,143.41,450.51,1626.2,1942.9,0.012,0.052,0.064,764.12,19.305,0.0304,0.89487,0.45814,38.178,0.5429,45.242,0.0261,0.76814,1.6377,272.95,1.7781,296.34,2.06976,9.9115,36,50.04,11.781,42,50.536,14.53,27,39.157,20.148,42,57.656,19.043,42,54.188,34.5,34,40.061,93.50858134,9.623030086,7.978358406,154.05,4.005641117,0.034,0.012,0.034,0.006,26.72585269,0.045764458,0.088179,0.032,6.6,64.68,2.06976,17.5,7.4,0.430084034,3.7,26.9,10.3,0.833228912,5.15,58.6,58.6,8.6,16.1,0.03387716,19.78171661,2.02E-06,1.19E+04,1.69E-01,0,0.07197,0.004001977,4.001977492,0.12806328,999.97,0.00089,0.633014932,2.15234,2.321,1.039898346,8.825600168,1784.55,4.425,195.7970682,427.7680809,0.232710567,0.184799568,1.007809053,12,52,32,64,0.703
water,9,3,1,9.4835,14.002,1436.9,1236.1,1522.3,2460.3,105.73,453.76,1436.9,1522.3,0.012,0.046,0.058,752.91,18.856,0.0306,1.135,0.41174,34.311,0.36375,30.312,0.0193,0.64184,1.3358,267.17,2.0228,404.56,1.87572,16.245,32,48.687,12.398,26,37.184,18.127,30,42.124,13.628,25,40.939,14.183,26,44.831,25.998,29,35.398,109.6307505,10.12088109,7.414885194,161.4,4.693320201,0.027,0.012,0.03,0.005,31.31324812,0.069671018,0.088179,0.029,6.6,64.68,1.87572,17.5,7.4,0.430084034,3.7,26.9,10.3,0.833228912,5.15,58.6,58.6,8.6,16.1,0.03387716,12.4457727,1.27E-06,1.19E+04,1.06E-01,0,0.07197,0.004001977,4.001977492,0.116057347,999.97,0.00089,0.360927408,1.79744,2.38655,0.958266692,8.825600168,1479.6,4.425,134.5976225,427.7680809,0.20943951,0.216661562,0.99302402,12,46,29,58,0.703
water,9,4,1,12.135,16.408,1504.5,1524.5,968.17,2199.9,230.26,375.42,1504.5,968.17,0.012,0.052,0.064,604.16,14.756,0.0254,0.84514,0.4282,35.683,0.43309,36.091,0.0419,1.1648,0.97748,162.91,1.8276,304.61,2.06976,8.298,37,43.561,6.2665,30,37.427,10.051,32,32.793,14.121,30,34.865,13.769,30,39.333,16.382,37,45.145,85.92680447,10.13789398,8.482449195,158.85,5.655731617,0.03,0.012,0.036,0.006,9.679528091,0.049403118,0.088179,0.032,6.6,64.68,2.06976,17.5,7.4,0.430084034,3.7,26.9,10.3,0.833228912,5.15,58.6,58.6,8.6,16.1,0.03387716,2.179070784,2.22E-07,1.19E+04,1.86E-02,0,0.07197,0.004001977,4.001977492,0.12806328,999.97,0.00089,0.069730265,1.47298,2.26069,0.711667053,8.825600168,1236.335,4.425,93.97689059,427.7680809,0.196349541,0.169815819,0.796835468,12,52,32,64,0.703
water,9,6,1,13.045,10.668,428.93,850.34,545.71,1499.9,60.522,143.42,428.93,545.71,0.011,0.104,0.116,398.02,6.7991,0.00969,0.15623,0.21935,19.941,0.27836,25.306,0.011,0.167,0.81089,115.84,1.3203,188.61,3.75144,13.052,56,46.869,12.865,58,44.871,11.059,50,45.378,11.898,58,44.287,12.407,50,44.692,37.058,51,45.713,62.33905422,10.06805158,8.635523885,161.2,2.622307502,0.062,0.011,0.066,0.007,4.886464244,0.014341128,0.088179,0.058,6.6,64.68,3.75144,17.5,7.4,0.430084034,3.7,26.9,10.3,0.833228912,5.15,58.6,58.6,8.6,16.1,0.03387716,34.538684,3.52E-06,1.19E+04,2.95E-01,0,0.07197,0.004001977,4.001977492,0.232114695,999.97,0.00089,2.003243672,1.05093,1.59866,0.280140426,8.825600168,487.32,4.425,14.6008189,427.7680809,0.125663706,0.123199712,0.524954404,11,104,58,116,0.703
water,9,7,1,7.0946,5.6893,552.35,310.89,647.51,714.11,1513.9,295.42,552.35,647.51,0.025,0.068,0.092,431.59,7.901,0.02,1.247,0.22835,9.1339,0.22833,9.1332,0.27571,68.928,0.8312,29.686,0.85372,30.49,2.97528,15.382,44,44.354,8.8391,42,45.044,12.089,32,40.652,13.689,49,55.451,19.972,48,50.516,39.837,43,56.88,73.9370178,8.822528653,9.38770124,158.75,3.141000248,0.016,0.025,0.004,0.028,15.49724099,0.035334426,0.088179,0.046,6.6,64.68,2.97528,17.5,7.4,0.430084034,3.7,26.9,10.3,0.833228912,5.15,58.6,58.6,8.6,16.1,0.03387716,29.00543312,2.96E-06,1.19E+04,2.48E-01,0,0.07197,0.004001977,4.001977492,0.184090965,999.97,0.00089,1.334249924,1.35526,1.08205,0.455506709,8.825600168,599.93,4.425,22.12839437,427.7680809,0.196349541,0.146120589,0.569230369,25,68,46,92,0.703
water,9,9,1,8.5704,13.438,1565.4,1399.2,1436.1,1075,44.25,534.74,1565.4,1436.1,0.012,0.048,0.06,673.86,17.598,0.0361,1.2898,0.44314,36.928,0.40262,33.551,0.00806,0.26862,1.2761,159.52,1.0403,130.04,1.9404,10.016,33,47.016,8.6745,33,46.531,15.257,33,39.324,8.6508,34,36.747,22.744,38,52.967,23.635,25,42.491,127.1716706,9.206661891,9.38902085,160.6,4.87038871,0.028,0.012,0.03,0.008,23.21373617,0.076297976,0.088179,0.03,6.6,64.68,1.9404,17.5,7.4,0.430084034,3.7,26.9,10.3,0.833228912,5.15,58.6,58.6,8.6,16.1,0.03387716,10.55686161,1.08E-06,1.19E+04,9.02E-02,0,0.07197,0.004001977,4.001977492,0.120059325,999.97,0.00089,0.316705848,1.7634,1.44292,0.908781694,8.825600168,1500.75,4.425,138.4731104,427.7680809,0.190399555,0.251327412,0.888763818,12,48,30,60,0.703
water,9,8,0,,,,,,,,,,,,,,450.52,4.6993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,6.6,64.68,,17.5,7.4,0.430084034,3.7,26.9,10.3,0.833228912,5.15,58.6,58.6,8.6,16.1,0.03387716,,,0,,0,0.07197,0.004001977,4.001977492,,999.97,0.00089,,,,,8.825600168,,4.425,,427.7680809,,,0.594197423,,,,,0.703
water,9,10,1,,,,,,,,,,,,,,784.05,15.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,6.6,64.68,,17.5,7.4,0.430084034,3.7,26.9,10.3,0.833228912,5.15,58.6,58.6,8.6,16.1,0.03387716,,,0,,0,0.07197,0.004001977,4.001977492,,999.97,0.00089,,,,,8.825600168,,4.425,,427.7680809,,,1.034095022,,,,,0.703
water,10,1,1,18.298,18.662,338.54,5.9287,550.28,628.09,982.66,864.04,338.54,550.28,0.023,0.056,0.082,669.26,18.316,0.0414,2.9571,0.20837,9.0594,7.4131,322.31,0.0807,5.7676,0.41175,25.734,0.42185,26.366,2.12954,17.4,38,56.875,12.801,38,51.709,11.438,31,55.278,11.914,38,63.773,23.601,37,54.859,44.979,38,33.24,83.66557277,10.51665473,9.445764054,156.2,3.620075215,0.014,0.023,0.014,0.016,14.34098725,0.100000781,0.088179,0.041,5.3,51.94,2.12954,19.3,6.6,0.34211944,3.3,24.3,7.9,0.490166994,3.95,59.2,56.5,9.4,14.4,0.031308718,21.16977059,2.16E-06,9.20E+03,2.35E-01,0,0.07197,0.003278456,3.278456138,0.134416702,999.97,0.00089,0.867960594,0.74222,7.83495,0.348535364,8.6811193,444.41,3.625,9.947435337,425.0218418,0.202683397,0.165346982,0.898951252,23,56,41,82,0.703
water,10,2,1,13.339,17.536,413.32,358.68,655.99,859.14,1040.1,970.56,413.32,655.99,0.025,0.074,0.098,574.92,11.702,0.0465,4.6504,0.20224,8.0895,0.20575,8.2301,0.0855,6.105,0.42678,19.399,0.47585,21.63,2.54506,14.067,47,58.743,11.707,53,70.922,22.521,47,61.696,16.724,48,59.88,24.515,44,61.072,51.522,59,64.226,53.88630111,9.006984241,8.357086302,159.35,3.242836676,0.01,0.025,0.014,0.022,21.39930517,0.065344082,0.088179,0.049,5.3,51.94,2.54506,19.3,6.6,0.34211944,3.3,24.3,7.9,0.490166994,3.95,59.2,56.5,9.4,14.4,0.031308718,25.10393277,2.56E-06,9.20E+03,2.78E-01,0,0.07197,0.003278456,3.278456138,0.160644351,999.97,0.00089,1.230092706,0.76102,0.6816,0.299018491,8.6811193,534.655,3.625,14.39762124,425.0218418,0.133684794,0.106494666,0.772233592,25,74,49,98,0.703
water,10,13,12,12.589,11.307,406.64,806.41,1039.6,1489,58.202,22.777,406.64,1039.6,0.010667,0.125,0.134,551.73,11.582,0.00109,0.0124,0.20243,18.978,0.24165,22.654,0.00478,0.0531,0.53123,46.873,0.69041,60.918,3.47998,18.283,62,54.595,17.074,83,68.385,12.198,68,56.101,20.199,68,55.268,25.386,70,62.923,47.857,74,63.198,42.96340224,9.695469176,9.914108702,160.45,1.50349212,0.088,0.010667,0.09,0.011333,3.557773278,0.029800923,0.088179,0.067,5.3,51.94,3.47998,19.3,6.6,0.34211944,3.3,24.3,7.9,0.490166994,3.95,59.2,56.5,9.4,14.4,0.031308718,43.24328724,4.41E-06,9.20E+03,4.79E-01,0,0.07197,0.003278456,3.278456138,0.219656561,999.97,0.00089,2.897300245,0.73953,0.93206,0.212509842,8.6811193,723.12,3.625,26.336874,425.0218418,0.092399784,0.08490791,0.741084742,10.667,125,67,134,0.703
water,10,3,1,,,,,,,,,,,,,,576.44,10.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,5.3,51.94,,19.3,6.6,0.34211944,3.3,24.3,7.9,0.490166994,3.95,59.2,56.5,9.4,14.4,0.031308718,,,,,0,0.07197,0.003278456,3.278456138,,999.97,0.00089,,,,,8.6811193,,3.625,,425.0218418,,,0.774275259,,,,,0.703
water,10,5,1,,,,,,,,,,,,,,569.91,11.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088179,,5.3,51.94,,19.3,6.6,0.34211944,3.3,24.3,7.9,0.490166994,3.95,59.2,56.5,9.4,14.4,0.031308718,,,,,0,0.07197,0.003278456,3.278456138,,999.97,0.00089,,,,,8.6811193,,3.625,,425.0218418,,,0.765504151,,,,,0.703
